"gender","age","height","weight","nc.score"
"4803","Female",18,154,63,2.73
"4804","Female",20,171,75,3.81
"4805","Female",20,152,63.4,1.14
"4806","Male",25,174,74.3,2.74
"4807","Female",20,161,62.6,2.01
"4808","Female",21,159,68.3,2.29
"4809","Male",24,190,90.4,3.1
"4810","Female",23,175,78.1,3.75
"4811","Female",23,162,65,3.59
"4812","Female",22,158,62.5,1.08
"4813","Female",28,153,58.2,1
"4814","Male",21,195,95.2,3.29
"4815","Male",23,193,90.3,2.27
"4816","Female",19,165,67.8,1.59
"4817","Male",26,187,89.7,1.12
"4818","Female",21,152,64.7,1.76
"4819","Male",23,170,72.4,2.6
"4820","Male",18,183,81.1,2.27
"4821","Female",21,171,72.8,3.43
"4822","Female",21,172,76.2,2.37
"4823","Female",23,173,73.4,3.9
"4824","Female",21,155,61.9,1.81
"4825","Female",56,170,67.1,1.73
"4826","Male",20,172,69.2,3.76
"4827","Female",20,166,67.8,3.46
"4828","Male",20,183,81.8,2.62
"4829","Female",18,164,63,1.04
"4830","Male",20,179,77.9,1.03
"4831","Female",20,165,69.7,1.6
"4832","Female",24,167,63.4,1.57
"4833","Male",20,182,79.4,3.69
"4834","Male",22,178,77.4,3.15
"4835","Female",19,159,67,2.99
"4836","Male",22,194,96.8,1.07
"4837","Male",20,187,83.9,1.2
"4838","Male",19,187,89.7,3.49
"4839","Male",23,178,82.6,2.25
"4840","Male",23,175,76,2.48
"4841","Male",21,202,109.9,1.41
"4842","Female",20,175,78.1,1.42
"4843","Female",22,180,77.8,1.31
"4844","Female",20,165,67.2,2.84
"4845","Female",29,145,59.8,1.22
"4846","Female",20,153,59.6,2.54
"4847","Female",21,168,68.2,3.22
"4848","Female",57,169,68.4,2.82
"4849","Male",23,174,72.3,3.72
"4850","Male",21,188,88.9,1.9
"4851","Female",21,172,75.6,1.91
"4852","Female",19,164,66.9,1.73
"4853","Male",23,179,75.6,1.63
"4854","Male",21,195,96.8,2.82
"4855","Female",19,174,71,1.07
"4856","Male",21,186,82.4,1.32
"4857","Female",21,167,68.1,2.86
"4858","Male",21,172,71.3,1.07
"4859","Male",22,173,73.6,2.85
"4860","Male",22,179,78.2,3.63
"4861","Male",19,176,78.1,2.74
"4862","Male",24,184,84.8,3.46
"4863","Male",20,184,82,2.09
"4864","Male",23,179,77.6,1.91
"4865","Female",23,155,61.5,3.6
"4866","Male",19,180,76.7,3.72
"4867","Female",24,161,66.2,1.23
"4868","Female",19,155,60.1,1.43
"4869","Female",22,161,62.6,1.57
"4870","Female",24,159,62.2,3.59
"4871","Female",23,156,65.8,2.74
"4872","Female",22,172,71.2,1.64
"4873","Male",20,189,91,1.37
"4874","Male",21,171,71.5,2.38
"4875","Female",20,159,65.3,1.47
"4876","Male",25,190,89.2,1.99
"4877","Female",46,162,63.7,2.43
"4878","Male",24,164,67.7,2.36
"4879","Female",20,168,70.6,3.5
"4880","Male",20,167,71.1,2.56
"4881","Male",24,175,76.9,1.11
"4882","Female",24,148,61.7,1.14
"4883","Male",20,180,79.4,1.83
"4884","Male",23,183,80.1,2.31
"4885","Male",20,175,73.5,1.14
"4886","Female",19,164,68.1,3.21
"4887","Male",20,173,71.6,1.07
"4888","Male",22,177,73.7,3.12
"4889","Male",24,176,76.3,3.15
"4890","Female",19,178,75.2,3.43
"4891","Female",18,162,68.9,2.82
"4892","Male",23,183,81.9,1.22
"4893","Female",39,165,68.5,2.09
"4894","Female",24,172,74.2,1.97
"4895","Male",20,172,71.4,2.19
"4896","Female",24,187,84.7,1.05
"4897","Male",22,188,82.4,1.88
"4898","Female",20,157,65,1.19
"4899","Male",21,176,74.3,2.45
"4900","Male",24,185,88,2.24
"4901","Male",21,179,75.6,2.32
"4902","Female",45,183,80.4,1.41
"4903","Male",22,180,79.3,2.48
"4904","Male",29,171,67.1,1.82
"4905","Male",21,179,77.6,1.65
"4906","Male",38,182,80.2,2.82
"4907","Female",24,154,61.6,2.62
"4908","Male",21,179,77.2,1.34
"4909","Male",20,176,75,1.6
"4910","Female",22,162,66.1,2.7
"4911","Male",24,170,69.8,2.02
"4912","Female",22,167,72,1.79
"4913","Male",22,178,74,2.69
"4914","Female",20,172,69.1,2.3
"4915","Male",20,182,80.6,1.2
"4916","Male",19,187,83.3,2.22
"4917","Male",22,183,81.1,1.88
"4918","Male",21,177,77.9,1.09
"4919","Male",22,170,70.3,2.26
"4920","Female",23,190,90.2,2.22
"4921","Female",20,177,77.2,3
"4922","Male",21,177,70.1,2.46
"4923","Male",18,159,61.9,1.45
"4924","Male",21,189,88.7,1.79
"4925","Male",19,183,86.7,3.44
"4926","Male",26,180,80.6,1.39
"4927","Male",21,180,78.5,1.47
"4928","Male",22,180,78.4,1.71
"4929","Female",59,169,70.7,1.02
"4930","Female",22,157,60.2,1.86
"4931","Female",21,166,66.2,2.29
"4932","Female",18,149,59.7,2.2
"4933","Female",22,160,65.9,1.79
"4934","Male",21,176,77.9,1.72
"4935","Male",21,185,82.3,2.67
"4936","Female",20,179,81.4,1.37
"4937","Male",21,182,78.8,3.64
"4938","Male",24,183,79.8,1.29
"4939","Male",21,179,76.5,3.66
"4940","Female",21,156,62.7,2.09
"4941","Female",20,165,67.9,1.21
"4942","Male",21,191,90.3,1.3
"4943","Male",24,179,82.5,1.57
"4944","Male",21,178,77.7,1.47
"4945","Male",21,188,89.8,2.28
"4946","Male",21,170,67.1,1.21
"4947","Male",20,176,74,3.77
"4948","Female",22,168,68.5,1.63
"4949","Female",20,162,63.7,1.47
"4950","Male",18,175,74.6,1.62
"4951","Female",20,165,67.1,3.4
"4952","Male",20,187,85.2,2.25
"4953","Male",21,186,86.3,3.14
"4954","Female",19,163,68.7,3.02
"4955","Female",36,172,72.7,3.76
"4956","Female",22,172,68,1.95
"4957","Female",21,154,65.4,3.51
"4958","Male",21,192,87.7,1.98
"4959","Male",21,193,91.9,1.75
"4960","Male",23,186,85.4,1.27
"4961","Female",20,159,65.8,1.23
"4962","Male",24,187,88.4,2.22
"4963","Male",22,189,82.5,3.89
"4964","Female",21,164,66.1,1.63
"4965","Female",25,169,70.1,2.82
"4966","Female",24,160,65,1.12
"4967","Male",21,187,82.4,2.89
"4968","Female",20,158,64.4,3.62
"4969","Male",21,188,83,2.69
"4970","Female",22,150,60.2,2.66
"4971","Female",26,159,65.1,1.96
"4972","Male",22,171,66.5,1.33
"4973","Male",21,181,76.4,1.93
"4974","Male",22,173,73,1.74
"4975","Female",23,162,63.5,3.35
"4976","Male",19,186,82.9,1.1
"4977","Male",25,182,82.4,1.49
"4978","Female",22,166,63.5,3.56
"4979","Male",22,177,75.4,3.29
"4980","Male",26,184,81.8,1.75
"4981","Female",47,159,63.7,2.51
"4982","Female",20,158,67.3,1.58
"4983","Male",21,176,77.7,2.22
"4984","Male",22,170,69.9,1.52
"4985","Male",22,175,77.1,3.7
"4986","Female",22,162,69.4,1.67
"4987","Male",21,180,78.3,2.31
"4988","Female",26,162,66,1.34
"4989","Male",19,173,74.4,2.93
"4990","Female",22,164,71.2,1.62
"4991","Male",19,189,83.5,3.17
"4992","Female",19,170,71.6,1.82
"4993","Male",19,168,70.6,1.75
"4994","Female",21,160,63.5,1.28
"4995","Male",22,184,77.3,3.72
"4996","Female",23,146,57,2.64
"4997","Female",21,174,72.7,1.37
"4998","Female",20,157,64.5,1.96
"4999","Male",24,184,80.1,1.11
"5000","Male",19,190,89.3,1.35
"5001","Male",21,176,79.4,2.1
"5002","Male",19,184,80.9,2.16
"5003","Female",18,165,66.1,1.59
"5004","Female",25,160,64.1,1.79
"5005","Male",19,193,96,2.26
"5006","Male",54,175,74.7,1.24
"5007","Female",21,159,63.9,1.15
"5008","Male",24,182,80.8,2.51
"5009","Female",22,160,66,1.88
"5010","Male",24,174,73.7,2.63
"5011","Male",21,176,77.3,2.12
"5012","Male",22,186,85.6,3.07
"5013","Female",19,161,66,1
"5014","Female",20,163,61.7,1.1
"5015","Male",19,187,86.6,2.63
"5016","Female",19,161,64.4,3.03
"5017","Male",19,175,76.6,1.72
"5018","Female",23,147,57.1,3.51
"5019","Male",19,187,88.1,1.03
"5020","Female",19,158,64.8,2.22
"5021","Female",21,163,68.1,2.78
"5022","Female",23,174,78.2,1.59
"5023","Male",21,183,83.8,1.15
"5024","Male",19,177,78.6,1.89
"5025","Female",22,145,61.4,2.01
"5026","Male",19,194,94.1,1.98
"5027","Female",23,166,70.7,1.7
"5028","Male",22,170,73.3,1.17
"5029","Male",20,172,72.5,2.13
"5030","Male",21,178,75.5,1.68
"5031","Male",23,185,84.6,2.97
"5032","Female",25,164,68,3.82
"5033","Female",22,162,64.8,1.61
"5034","Female",20,165,70.3,3.08
"5035","Female",23,164,70.8,1.31
"5036","Male",20,186,85.4,2.58
"5037","Male",24,178,76.9,2.27
"5038","Female",22,161,67.5,2.66
"5039","Male",43,183,78.8,3
"5040","Male",25,195,94.3,1.32
"5041","Male",20,179,78.2,1.11
"5042","Female",20,155,61.3,1.57
"5043","Male",23,177,74.2,1.21
"5044","Male",19,183,79,1.63
"5045","Male",44,172,71.8,2.6
"5046","Male",20,189,83.7,2.35
"5047","Male",22,188,86.8,2.25
"5048","Male",23,175,76.6,1.94
"5049","Male",20,176,74.7,1.22
"5050","Male",19,168,66.9,1.03
"5051","Female",22,161,69.1,1.99
"5052","Female",21,164,67.2,2.48
"5053","Male",20,176,71.9,2.02
"5054","Male",18,165,71.5,1.26
"5055","Male",21,166,68.8,1.24
"5056","Female",21,170,65.5,2.46
"5057","Female",22,158,64.8,2.55
"5058","Male",25,186,84.1,2.55
"5059","Female",24,176,71.1,3.53
"5060","Male",23,181,81.6,1.52
"5061","Female",22,157,62.1,1.47
"5062","Male",20,186,83.7,2.43
"5063","Female",21,156,60.1,3.15
"5064","Male",21,176,76.7,1.58
"5065","Male",20,175,74.9,2.33
"5066","Female",25,163,66.1,2.1
"5067","Female",23,166,67.3,1.48
"5068","Female",19,168,67.5,2.34
"5069","Female",22,166,70.7,2.89
"5070","Female",20,164,64.4,1.44
"5071","Male",29,188,87.8,1.08
"5072","Female",21,171,69,1.3
"5073","Male",23,180,74,1.36
"5074","Female",23,153,60.6,3.05
"5075","Male",19,170,67.9,2.1
"5076","Female",25,158,64.3,1.73
"5077","Male",19,178,74.2,2.93
"5078","Female",23,166,68.8,3.15
"5079","Female",25,149,60.9,1.33
"5080","Male",24,178,76.6,1.25
"5081","Female",19,154,60.7,1.02
"5082","Female",26,152,57.9,1.6
"5083","Female",24,168,69,1.25
"5084","Female",21,164,64.7,1.49
"5085","Female",22,154,58.3,2.52
"5086","Male",20,179,73.3,1.02
"5087","Female",20,169,70.8,3.6
"5088","Female",20,163,68.8,1.46
"5089","Female",53,176,75.3,1.02
"5090","Male",21,187,79,1.11
"5091","Female",24,156,58.8,3.41
"5092","Female",21,156,61.6,1.26
"5093","Male",21,180,77.3,2.56
"5094","Female",19,162,66.7,3.76
"5095","Female",22,166,68.8,1.51
"5096","Male",21,182,78.8,2.69
"5097","Female",24,156,63.3,2.32
"5098","Female",24,162,69.6,2.89
"5099","Male",20,181,77.2,1.48
"5100","Male",19,173,72.1,1.7
"5101","Male",20,183,80.1,1.71
"5102","Male",21,179,77,3.59
"5103","Female",21,166,70.9,1.18
"5104","Female",20,156,65.5,1.76
"5105","Female",21,164,69.5,2.13
"5106","Female",18,173,71.5,2.75
"5107","Female",22,162,65.3,2.16
"5108","Female",21,160,68.8,2.21
"5109","Male",23,178,77.3,1.32
"5110","Female",22,148,60.8,2.19
"5111","Female",23,170,68.1,1.17
"5112","Female",25,171,72.7,1.23
"5113","Male",23,176,74,2.43
"5114","Male",22,168,71.6,3.93
"5115","Male",23,168,67.4,1.06
"5116","Male",20,180,77.8,2.15
"5117","Male",22,171,73.7,1.57
"5118","Female",22,162,60.2,2.83
"5119","Male",24,206,116,1.12
"5120","Female",21,163,62.2,1.59
"5121","Male",21,172,71.6,3.54
"5122","Female",20,164,66.1,1.77
"5123","Male",20,176,77.5,1.82
"5124","Female",20,154,65.1,3.47
"5125","Male",19,190,89.5,1.8
"5126","Female",21,166,69.5,1.32
"5127","Female",21,162,62.5,3.36
"5128","Male",19,174,74.4,2.82
"5129","Female",23,167,68.8,1.15
"5130","Female",21,164,68.6,1.48
"5131","Male",21,166,69.7,1.55
"5132","Female",21,171,68.9,1.49
"5133","Male",57,186,85.7,1.41
"5134","Male",22,162,65.3,1.53
"5135","Male",21,172,74.4,2.59
"5136","Male",22,197,95,1.23
"5137","Male",18,182,82.1,1.1
"5138","Female",27,164,67.7,3.44
"5139","Male",23,159,61.5,2.93
"5140","Female",22,161,62.8,2.62
"5141","Female",20,162,70.1,1.37
"5142","Male",20,183,79.6,1.96
"5143","Male",19,184,84.8,1.48
"5144","Female",21,165,66.5,1.49
"5145","Female",22,150,58.5,1.12
"5146","Male",19,160,63,1.38
"5147","Male",22,180,80.9,2.04
"5148","Male",21,178,76.5,1.11
"5149","Male",44,191,85.6,1.66
"5150","Male",18,166,64.4,2.59
"5151","Female",20,162,66.2,1.64
"5152","Female",23,178,74.5,1.71
"5153","Male",20,167,70.6,2.47
"5154","Male",19,195,96,1.36
"5155","Male",21,169,67.7,2.83
"5156","Male",20,174,71,2.22
"5157","Male",22,166,63.6,2.39
"5158","Male",26,187,83.4,1.18
"5159","Male",19,175,73.2,1.59
"5160","Male",19,180,79.3,2.2
"5161","Female",23,166,69.9,1.69
"5162","Female",44,166,71.3,1.63
"5163","Female",18,156,64.6,1.55
"5164","Male",19,168,70.1,1.96
"5165","Male",24,183,81,1.99
"5166","Female",18,163,65,3.19
"5167","Male",20,181,80.6,1.67
"5168","Female",23,157,60.7,1.28
"5169","Male",20,166,67.4,2.46
"5170","Male",22,185,84.4,2.36
"5171","Male",32,170,72.3,3.81
"5172","Female",25,161,66.7,1.98
"5173","Male",20,172,72.1,3.85
"5174","Female",22,155,65.6,2.47
"5175","Male",20,184,85.7,1.95
"5176","Male",21,177,77.8,2.23
"5177","Female",26,161,66,1.27
"5178","Female",21,171,72.8,2.04
"5179","Female",22,172,71.4,2.96
"5180","Female",28,174,76.1,2.58
"5181","Female",22,149,56.4,1.02
"5182","Male",22,179,77.1,2.3
"5183","Female",21,160,63.3,1.98
"5184","Female",21,162,65.6,1.54
"5185","Female",23,170,75,3.77
"5186","Male",23,184,82.7,3.3
"5187","Male",22,196,95.2,1.56
"5188","Male",22,179,77,1.14
"5189","Male",18,183,82.1,1.37
"5190","Female",19,174,75.9,3.22
"5191","Female",21,152,62.8,2.76
"5192","Female",21,172,73.1,3.57
"5193","Female",22,174,74.3,3.42
"5194","Female",20,178,74.4,1.52
"5195","Male",21,191,89.7,1.03
"5196","Male",23,169,72.1,2.71
"5197","Female",21,164,65.6,1.15
"5198","Female",21,169,65.6,2.91
"5199","Female",23,150,61.6,2.72
"5200","Male",21,178,75.8,3.26
"5201","Male",23,185,84.9,2.22
"5202","Female",21,153,59.9,1.34
"5203","Female",21,169,72.8,1.09
"5204","Male",23,182,80.9,2.73
"5205","Female",24,171,69.9,1.52
"5206","Female",18,159,64.3,1.14
"5207","Female",19,169,69.9,1.23
"5208","Female",20,162,65.7,1.16
"5209","Male",25,172,70.7,1.07
"5210","Male",19,180,79.8,1.82
"5211","Female",21,168,70.8,2.93
"5212","Female",19,164,61.3,2.68
"5213","Male",19,177,77.7,1.69
"5214","Male",19,180,75.9,2.66
"5215","Male",25,177,78.5,3.16
"5216","Male",23,170,67.7,1.08
"5217","Male",34,182,82.4,2.56
"5218","Female",21,158,64.7,2.73
"5219","Female",20,169,69.8,1.44
"5220","Male",22,182,79.7,1.61
"5221","Male",18,179,79.4,2.07
"5222","Female",20,153,62.8,1.02
"5223","Male",20,176,76.3,3.2
"5224","Male",23,170,70,1.04
"5225","Male",21,175,76,3.54
"5226","Female",21,177,77.5,2.9
"5227","Female",22,170,70.4,2.64
"5228","Female",21,180,77.9,1.67
"5229","Male",20,178,79.5,1.82
"5230","Female",21,159,65.6,2.98
"5231","Female",21,170,68.2,1.11
"5232","Female",20,165,69,1.65
"5233","Female",21,160,65.2,1.98
"5234","Male",19,190,92.1,1.98
"5235","Male",32,189,90.4,1.35
"5236","Female",21,174,74.6,1.79
"5237","Male",21,177,74.2,1.29
"5238","Male",24,179,79.6,1.09
"5239","Male",21,181,80.6,1.78
"5240","Male",18,177,76.7,1.29
"5241","Female",21,179,73.5,2.1
"5242","Male",23,179,79.1,2.24
"5243","Female",20,162,62.8,1.21
"5244","Female",20,160,64.8,1.3
"5245","Male",20,178,76.7,1.74
"5246","Female",21,168,67.4,2.86
"5247","Female",23,159,62.3,3.23
"5248","Male",21,175,72.5,2.92
"5249","Male",21,187,89.7,3.44
"5250","Male",23,190,91.6,1.57
"5251","Male",18,173,70.6,2.99
"5252","Female",36,164,69.6,1.78
"5253","Female",25,175,73.8,1.64
"5254","Female",61,149,58.6,1.98
"5255","Male",21,166,71.9,1.44
"5256","Female",23,176,73.7,1.61
"5257","Female",23,179,77.1,3.26
"5258","Male",22,185,81.8,2.63
"5259","Male",21,180,77.6,1.06
"5260","Female",21,155,63.6,2.25
"5261","Female",20,150,56.3,1.34
"5262","Male",23,175,72.4,1.55
"5263","Male",20,179,82,3.61
"5264","Male",22,182,77,3.32
"5265","Male",22,168,68.6,1.06
"5266","Male",20,183,82.7,3.48
"5267","Male",23,190,92.7,3.58
"5268","Male",19,180,79.1,1.37
"5269","Female",21,162,62.2,2.62
"5270","Female",24,163,64.4,1.99
"5271","Female",19,160,64.4,1.76
"5272","Male",18,174,74.9,1.85
"5273","Male",23,178,80.8,1.08
"5274","Female",23,163,64.3,1.32
"5275","Female",22,160,62.7,1.32
"5276","Male",23,194,90.9,2.18
"5277","Female",20,165,74.2,2.41
"5278","Female",21,160,68.7,1.43
"5279","Female",20,176,74.5,3.16
"5280","Male",18,176,77.1,2.05
"5281","Female",23,170,67.9,1.86
"5282","Female",19,178,76.8,1.37
"5283","Male",20,170,75.4,1.38
"5284","Female",21,168,71.2,1.39
"5285","Male",21,172,74.3,1.82
"5286","Male",19,175,72.3,1.17
"5287","Male",22,182,81.3,1.48
"5288","Male",23,183,81.6,2.19
"5289","Male",21,169,70.9,1
"5290","Female",20,155,62.9,1.96
"5291","Male",22,173,76.3,1.36
"5292","Female",21,164,72.3,1.08
"5293","Male",20,180,78.8,2.83
"5294","Male",20,172,67.6,2.18
"5295","Female",19,157,64.5,2.83
"5296","Male",24,179,81.4,3.97
"5297","Male",20,183,82.9,1.09
"5298","Male",20,178,76.5,3.94
"5299","Female",24,161,67.6,3.1
"5300","Male",19,165,68.6,1.19
"5301","Female",19,169,65.4,3.39
"5302","Female",22,162,67.5,3.41
"5303","Male",25,193,93.8,3.82
"5304","Male",22,178,74.6,1.61
"5305","Female",22,159,60.5,1.05
"5306","Female",21,182,82,1.24
"5307","Female",23,172,75.6,1.82
"5308","Female",25,144,57.5,2.21
"5309","Male",24,176,73.8,2.07
"5310","Male",20,172,70.3,3.05
"5311","Female",63,167,73.6,1.5
"5312","Male",19,187,87.6,1.69
"5313","Male",21,175,75.8,3.8
"5314","Male",22,171,69.3,1.13
"5315","Female",24,185,81.1,2.91
"5316","Female",19,165,70.8,2.02
"5317","Female",21,166,70.5,3.54
"5318","Female",25,156,60.4,1.05
"5319","Female",18,172,69.9,1.46
"5320","Female",60,163,66.8,1.83
"5321","Female",20,169,66.7,2.52
"5322","Female",19,164,69.7,2.19
"5323","Male",21,188,86.1,3.31
"5324","Female",22,160,59.9,3.37
"5325","Female",21,165,66.6,3.03
"5326","Male",19,171,68.7,2.32
"5327","Female",23,155,56.4,1.66
"5328","Female",24,158,62.1,2.07
"5329","Male",19,186,85.6,1.29
"5330","Female",22,160,64.9,3.59
"5331","Male",22,164,64.5,2.05
"5332","Male",20,178,75.9,3.7
"5333","Male",22,183,81.3,3.66
"5334","Male",21,182,79.2,1.29
"5335","Female",24,169,69.1,1.9
"5336","Male",23,187,80,1.2
"5337","Female",19,158,62.1,2.34
"5338","Female",53,152,62.5,3.16
"5339","Male",19,179,79.3,1.41
"5340","Male",19,175,69.3,2.27
"5341","Male",19,184,81,3.32
"5342","Male",22,184,82.1,1.71
"5343","Male",23,176,78.2,1.4
"5344","Female",23,168,74,1.98
"5345","Female",22,166,66.2,3.06
"5346","Male",20,169,67.3,1.84
"5347","Female",22,160,66.8,1.27
"5348","Male",21,184,83,2.67
"5349","Male",26,191,91.3,2.38
"5350","Female",59,175,72.9,2.52
"5351","Female",20,153,62.6,1.18
"5352","Female",19,165,66,1.35
"5353","Male",24,177,76.3,3.89
"5354","Male",19,178,76.9,1.99
"5355","Male",21,197,97,1.14
"5356","Female",54,152,63.8,1.11
"5357","Female",22,155,62.1,3.72
"5358","Female",22,156,62,2.74
"5359","Female",22,176,71.3,1.1
"5360","Female",21,151,64.4,2.19
"5361","Male",23,186,89.3,1.82
"5362","Male",27,185,86.6,2.63
"5363","Male",24,169,73.6,1.72
"5364","Female",23,165,68.2,2.72
"5365","Female",24,178,76.5,3.28
"5366","Female",24,161,65.8,1.43
"5367","Male",19,183,82.2,2.83
"5368","Female",19,171,72.5,3.6
"5369","Male",18,182,77.6,1.82
"5370","Male",22,166,66.1,1.84
"5371","Female",21,166,68.2,1.22
"5372","Male",19,167,64.9,2.17
"5373","Male",22,180,81,1.59
"5374","Male",25,166,70.6,1.45
"5375","Female",23,157,67.7,1.44
"5376","Male",20,197,94.3,3.41
"5377","Female",19,158,67.2,3.87
"5378","Male",18,195,98.7,2.14
"5379","Male",19,177,76,2.9
"5380","Male",22,189,87.9,1.29
"5381","Female",24,161,68.1,1.45
"5382","Male",20,191,89.4,1.94
"5383","Female",21,182,81.3,1.07
"5384","Male",20,172,78.1,2.63
"5385","Female",22,164,66,3.55
"5386","Male",23,169,68.4,1.03
"5387","Female",47,166,65.5,1.84
"5388","Male",20,179,79.1,2.44
"5389","Female",23,178,73.4,1.8
"5390","Male",24,182,79.5,1.13
"5391","Male",22,175,74.9,3.26
"5392","Male",21,182,85.3,1.17
"5393","Male",20,186,81,1.07
"5394","Male",24,174,76,3.19
"5395","Female",21,159,66,2.45
"5396","Female",58,169,74.6,3.18
"5397","Male",21,191,89,3.3
"5398","Male",23,176,77.4,2.34
"5399","Female",20,163,65.3,1.01
"5400","Female",23,155,62.1,3.11
"5401","Female",23,170,76.6,1.97
"5402","Male",25,187,86,1.66
"5403","Male",19,182,78.8,1.97
"5404","Female",19,166,68.7,1.03
"5405","Male",20,188,85.2,2.38
"5406","Male",22,175,79.6,1.65
"5407","Male",20,180,81.2,1.19
"5408","Male",20,178,78.7,2.08
"5409","Female",20,167,68.4,1.13
"5410","Female",18,167,68.5,1.21
"5411","Female",22,167,73.1,2.38
"5412","Female",24,165,63.2,1.67
"5413","Male",21,178,77.4,3.29
"5414","Female",21,171,68.3,1.77
"5415","Male",23,194,93.7,2.66
"5416","Female",21,153,57.6,2.86
"5417","Male",23,187,88.7,2.22
"5418","Male",25,168,68.9,2.14
"5419","Female",20,146,61.4,1.14
"5420","Female",22,176,73.4,1.95
"5421","Female",21,169,68.7,1.65
"5422","Female",22,165,70.4,1.98
"5423","Male",19,180,75,2.06
"5424","Male",22,176,76.8,3.52
"5425","Male",23,181,82.6,1.35
"5426","Female",20,167,71.1,2.99
"5427","Male",19,186,85.3,3.31
"5428","Male",23,175,74.3,2.38
"5429","Female",21,172,73.3,2.48
"5430","Male",20,182,79.4,1.92
"5431","Male",21,179,75.7,2.65
"5432","Male",19,178,73.3,2.42
"5433","Male",22,178,78.9,2.7
"5434","Male",24,188,88.6,2.34
"5435","Female",22,169,70.6,1.63
"5436","Male",23,177,74.7,2.56
"5437","Female",23,154,61.9,1.67
"5438","Female",21,176,75,3.63
"5439","Male",29,190,90.1,1.22
"5440","Female",33,171,70.2,2.27
"5441","Female",60,149,58.2,1.58
"5442","Male",22,176,72.3,1.26
"5443","Male",51,188,87.6,3.25
"5444","Female",21,160,65,1.65
"5445","Female",22,154,62,1.56
"5446","Female",20,172,73.6,2.34
"5447","Female",21,162,65.5,2.26
"5448","Female",24,152,60.7,1.41
"5449","Male",21,181,84.9,2.09
"5450","Male",21,175,70.4,2.48
"5451","Male",23,182,79.7,3.39
"5452","Female",21,158,62.1,1.79
"5453","Male",22,159,64.7,2.91
"5454","Male",20,173,72.7,2.16
"5455","Male",26,184,79.3,1.22
"5456","Male",23,178,76.3,1.07
"5457","Female",23,162,66.9,1.7
"5458","Female",20,167,69.5,1.01
"5459","Male",20,190,88.6,1.75
"5460","Female",21,158,62.8,1.18
"5461","Male",21,174,75.7,1.63
"5462","Male",21,171,68.3,2.04
"5463","Male",30,170,66.4,1.57
"5464","Female",21,162,68.7,3.25
"5465","Male",20,175,70.7,1.93
"5466","Male",21,168,69.1,2.96
"5467","Female",23,156,65.8,1.57
"5468","Female",21,159,66,2.13
"5469","Female",23,153,61.3,1.63
"5470","Male",23,185,85.6,1.51
"5471","Male",19,192,96,1.13
"5472","Female",22,158,62.2,1.88
"5473","Male",23,171,70.4,2.22
"5474","Male",24,183,77.5,2.89
"5475","Female",23,166,66.9,1.33
"5476","Male",21,174,71.6,2.3
"5477","Female",23,156,60.5,3.1
"5478","Female",20,165,66.5,1.06
"5479","Male",20,175,71.3,3.09
"5480","Female",21,170,72.4,1.74
"5481","Female",21,167,68.3,1.55
